datetime,주오염물질,등급,지수,등급,PM10,등급,PM2.5,등급,오존,등급,이산화질소,등급,일산화탄소,등급,아황산가스
2024-10-05:13,오존,좋음,66,좋음,13,좋음,10,보통,0.0489,좋음,0.0093,좋음,0.38,좋음,0.0012
2024-10-05:12,,,,좋음,15,,,보통,0.0458,좋음,0.0082,좋음,0.39,좋음,0.0013
2024-10-05:11,,,,좋음,16,,,좋음,0.0258,좋음,0.0141,좋음,0.45,좋음,0.0013
2024-10-05:10,,,,좋음,16,,,좋음,0.0163,좋음,0.0183,좋음,0.46,좋음,0.0013
2024-10-05:09,PM2.5,좋음,40,좋음,18,좋음,12,좋음,0.0101,좋음,0.0237,좋음,0.47,좋음,0.0014
2024-10-05:08,PM2.5,좋음,43,좋음,20,좋음,13,좋음,0.0081,좋음,0.0248,좋음,0.46,좋음,0.0013
2024-10-05:07,PM2.5,좋음,50,좋음,22,좋음,15,좋음,0.0072,좋음,0.025,좋음,0.45,좋음,0.0013
2024-10-05:06,PM2.5,보통,51,좋음,24,보통,16,좋음,0.0128,좋음,0.02,좋음,0.44,좋음,0.0014
2024-10-05:05,PM2.5,보통,56,좋음,25,보통,18,좋음,0.0107,좋음,0.0234,좋음,0.45,좋음,0.0013
2024-10-05:04,PM2.5,보통,59,좋음,26,보통,19,좋음,0.0097,좋음,0.026,좋음,0.48,좋음,0.0013
2024-10-05:03,PM2.5,보통,61,좋음,27,보통,20,좋음,0.0028,보통,0.0347,좋음,0.56,좋음,0.0014
2024-10-05:02,이산화질소,보통,65,좋음,27,보통,19,좋음,0.0016,보통,0.0389,좋음,0.61,좋음,0.0014
2024-10-05:01,이산화질소,보통,63,좋음,27,보통,18,좋음,0.0055,보통,0.0373,좋음,0.58,좋음,0.0014
2024-10-04:24,이산화질소,보통,76,좋음,27,보통,17,좋음,0.0017,보통,0.0456,좋음,0.66,좋음,0.0015
2024-10-04:23,이산화질소,보통,79,좋음,25,보통,16,좋음,0.0014,보통,0.0472,좋음,0.73,좋음,0.0015
2024-10-04:22,이산화질소,좋음,67,좋음,23,좋음,15,좋음,0.0085,보통,0.0397,좋음,0.65,좋음,0.0016
2024-10-04:21,오존,좋음,45,좋음,21,좋음,13,좋음,0.0267,좋음,0.0236,좋음,0.44,좋음,0.0017
2024-10-04:20,이산화질소,좋음,53,좋음,19,좋음,11,좋음,0.0249,보통,0.0311,좋음,0.46,좋음,0.0018
2024-10-04:19,,,,,,,,보통,0.0414,좋음,0.0231,좋음,0.36,좋음,0.0018
2024-10-04:18,,,,,,,,보통,0.0455,좋음,0.0184,좋음,0.33,좋음,0.0015
2024-10-04:17,,,,,,,,,,,,,,,
2024-10-04:16,,좋음,,좋음,7,좋음,3,,,,,,,,
2024-10-04:15,오존,좋음,68,좋음,8,좋음,4,보통,0.0508,좋음,0.0085,좋음,0.35,좋음,0.0015
2024-10-04:14,오존,좋음,63,좋음,10,좋음,5,보통,0.0453,좋음,0.0076,좋음,0.4,좋음,0.0015
2024-10-04:13,오존,좋음,59,좋음,12,좋음,7,보통,0.0403,좋음,0.0066,좋음,0.41,좋음,0.0015
2024-10-04:12,오존,좋음,53,좋음,14,좋음,8,보통,0.0329,좋음,0.008,좋음,0.44,좋음,0.0014
2024-10-04:11,오존,좋음,39,좋음,15,좋음,8,좋음,0.0231,좋음,0.0129,좋음,0.48,좋음,0.0013
2024-10-04:10,이산화질소,좋음,35,좋음,14,좋음,8,좋음,0.0106,좋음,0.0211,좋음,0.55,좋음,0.0014
2024-10-04:09,이산화질소,좋음,37,좋음,13,좋음,8,좋음,0.0063,좋음,0.0223,좋음,0.55,좋음,0.0015
2024-10-04:08,이산화질소,좋음,34,좋음,13,좋음,8,좋음,0.0046,좋음,0.0203,좋음,0.53,좋음,0.0014
2024-10-04:07,이산화질소,좋음,38,좋음,14,좋음,9,좋음,0.0018,좋음,0.0225,좋음,0.52,좋음,0.0014
2024-10-04:06,이산화질소,좋음,31,좋음,14,좋음,9,좋음,0.0049,좋음,0.0187,좋음,0.51,좋음,0.0013
2024-10-04:05,PM2.5,좋음,30,좋음,15,좋음,9,좋음,0.0061,좋음,0.0179,좋음,0.51,좋음,0.0012
2024-10-04:04,이산화질소,좋음,33,좋음,16,좋음,8,좋음,0.0044,좋음,0.02,좋음,0.52,좋음,0.0012
2024-10-04:03,PM2.5,좋음,30,좋음,16,좋음,9,좋음,0.0107,좋음,0.0152,좋음,0.5,좋음,0.0012
2024-10-04:02,PM2.5,좋음,30,좋음,16,좋음,9,좋음,0.0105,좋음,0.0169,좋음,0.5,좋음,0.0012
2024-10-04:01,이산화질소,좋음,34,좋음,15,좋음,8,좋음,0.0076,좋음,0.0205,좋음,0.54,좋음,0.0012
2024-10-03:24,이산화질소,좋음,41,좋음,14,좋음,9,좋음,0.0042,좋음,0.0247,좋음,0.59,좋음,0.0013
2024-10-03:23,이산화질소,좋음,43,좋음,14,좋음,9,좋음,0.0051,좋음,0.026,좋음,0.63,좋음,0.0012
2024-10-03:22,PM2.5,좋음,30,좋음,15,좋음,9,좋음,0.0163,좋음,0.0173,좋음,0.56,좋음,0.0012
2024-10-03:21,오존,좋음,35,좋음,16,좋음,10,좋음,0.0212,좋음,0.0141,좋음,0.52,좋음,0.0012
2024-10-03:20,오존,좋음,39,좋음,14,좋음,10,좋음,0.0231,좋음,0.0133,좋음,0.54,좋음,0.0012
2024-10-03:19,오존,좋음,43,좋음,13,좋음,9,좋음,0.026,좋음,0.01,좋음,0.48,좋음,0.0012
2024-10-03:18,오존,좋음,45,좋음,11,좋음,6,좋음,0.0268,좋음,0.0126,좋음,0.48,좋음,0.0013
2024-10-03:17,오존,좋음,53,좋음,9,좋음,5,보통,0.0329,좋음,0.0105,좋음,0.4,좋음,0.0012
2024-10-03:16,오존,좋음,57,좋음,10,좋음,4,보통,0.0378,좋음,0.0084,좋음,0.37,좋음,0.0013
2024-10-03:15,오존,좋음,62,좋음,9,좋음,4,보통,0.0435,좋음,0.0059,좋음,0.36,좋음,0.0012
2024-10-03:14,오존,좋음,61,좋음,10,좋음,5,보통,0.0423,좋음,0.0068,좋음,0.39,좋음,0.0011
2024-10-03:13,오존,좋음,61,좋음,12,좋음,6,보통,0.0422,좋음,0.0049,좋음,0.4,좋음,0.0012
2024-10-03:12,오존,좋음,57,좋음,14,좋음,7,보통,0.0375,좋음,0.0056,좋음,0.42,좋음,0.0011
2024-10-03:11,오존,좋음,54,좋음,16,좋음,8,보통,0.0339,좋음,0.005,좋음,0.42,좋음,0.0011
2024-10-03:10,오존,좋음,43,좋음,16,좋음,9,좋음,0.0258,좋음,0.0087,좋음,0.43,좋음,0.0011
2024-10-03:09,PM2.5,좋음,33,좋음,17,좋음,10,좋음,0.0161,좋음,0.0144,좋음,0.46,좋음,0.0013
2024-10-03:08,PM2.5,좋음,40,좋음,18,좋음,12,좋음,0.0108,좋음,0.0169,좋음,0.47,좋음,0.0013
2024-10-03:07,PM2.5,좋음,40,좋음,19,좋음,12,좋음,0.0081,좋음,0.0191,좋음,0.47,좋음,0.0012
2024-10-03:06,PM2.5,좋음,43,좋음,20,좋음,13,좋음,0.0077,좋음,0.02,좋음,0.48,좋음,0.0013
2024-10-03:05,PM2.5,좋음,43,좋음,21,좋음,13,좋음,0.0108,좋음,0.0175,좋음,0.47,좋음,0.0015
2024-10-03:04,PM2.5,좋음,40,좋음,22,좋음,12,좋음,0.0129,좋음,0.0173,좋음,0.47,좋음,0.0015
2024-10-03:03,PM2.5,좋음,40,좋음,21,좋음,12,좋음,0.0127,좋음,0.0201,좋음,0.48,좋음,0.0014
2024-10-03:02,이산화질소,좋음,39,좋음,20,좋음,11,좋음,0.011,좋음,0.0234,좋음,0.5,좋음,0.0015
2024-10-03:01,이산화질소,좋음,43,좋음,19,좋음,10,좋음,0.0105,좋음,0.0255,좋음,0.52,좋음,0.0014
2024-10-02:24,이산화질소,좋음,41,좋음,17,좋음,11,좋음,0.0132,좋음,0.0244,좋음,0.51,좋음,0.0014
2024-10-02:23,PM2.5,좋음,37,좋음,17,좋음,11,좋음,0.0183,좋음,0.0206,좋음,0.49,좋음,0.0013
2024-10-02:22,오존,좋음,40,좋음,17,좋음,11,좋음,0.0241,좋음,0.0172,좋음,0.46,좋음,0.0013
2024-10-02:21,오존,좋음,52,좋음,17,좋음,11,보통,0.0308,좋음,0.0127,좋음,0.42,좋음,0.0014
2024-10-02:20,오존,좋음,54,좋음,17,좋음,10,보통,0.0337,좋음,0.0118,좋음,0.41,좋음,0.0014
2024-10-02:19,오존,좋음,57,좋음,14,좋음,8,보통,0.0371,좋음,0.0121,좋음,0.38,좋음,0.0014
2024-10-02:18,오존,좋음,62,좋음,12,좋음,6,보통,0.0435,좋음,0.0087,좋음,0.31,좋음,0.0013
2024-10-02:17,오존,좋음,67,좋음,10,좋음,4,보통,0.0495,좋음,0.0077,좋음,0.28,좋음,0.0013
2024-10-02:16,오존,좋음,69,좋음,10,좋음,4,보통,0.0519,좋음,0.007,좋음,0.29,좋음,0.0013
2024-10-02:15,오존,좋음,67,좋음,11,좋음,4,보통,0.0501,좋음,0.0068,좋음,0.34,좋음,0.0013
2024-10-02:14,오존,좋음,63,좋음,12,좋음,5,보통,0.0446,좋음,0.0074,좋음,0.37,좋음,0.0014
2024-10-02:13,오존,좋음,58,좋음,13,좋음,6,보통,0.039,좋음,0.0078,좋음,0.39,좋음,0.0013
2024-10-02:12,오존,좋음,56,좋음,15,좋음,7,보통,0.0362,좋음,0.0075,좋음,0.4,좋음,0.0013
2024-10-02:11,오존,좋음,54,좋음,16,좋음,8,보통,0.0333,좋음,0.0079,좋음,0.42,좋음,0.0013
2024-10-02:10,오존,좋음,44,좋음,15,좋음,8,좋음,0.0266,좋음,0.0122,좋음,0.46,좋음,0.0013
2024-10-02:09,오존,좋음,45,좋음,15,좋음,7,좋음,0.0267,좋음,0.0118,좋음,0.48,좋음,0.0014
2024-10-02:08,오존,좋음,45,좋음,13,좋음,8,좋음,0.027,좋음,0.0109,좋음,0.45,좋음,0.0014
2024-10-02:07,오존,좋음,48,좋음,14,좋음,8,좋음,0.0288,좋음,0.0083,좋음,0.42,좋음,0.0015
2024-10-02:06,오존,좋음,52,좋음,15,좋음,8,보통,0.031,좋음,0.0061,좋음,0.42,좋음,0.0016
2024-10-02:05,오존,좋음,55,좋음,16,좋음,9,보통,0.0346,좋음,0.0047,좋음,0.43,좋음,0.0016
2024-10-02:04,오존,좋음,52,좋음,17,좋음,8,보통,0.0312,좋음,0.0073,좋음,0.45,좋음,0.0016
2024-10-02:03,오존,좋음,52,좋음,17,좋음,8,보통,0.0312,좋음,0.0069,좋음,0.47,좋음,0.0015
2024-10-02:02,오존,좋음,55,좋음,15,좋음,8,보통,0.0345,좋음,0.0069,좋음,0.46,좋음,0.0016
2024-10-02:01,오존,좋음,58,좋음,14,좋음,7,보통,0.0388,좋음,0.0045,좋음,0.44,좋음,0.0016
2024-10-01:24,오존,좋음,58,좋음,13,좋음,8,보통,0.0385,좋음,0.005,좋음,0.43,좋음,0.0016
2024-10-01:23,오존,좋음,58,좋음,17,좋음,9,보통,0.0384,좋음,0.0052,좋음,0.42,좋음,0.0016
2024-10-01:22,오존,좋음,57,좋음,17,좋음,10,보통,0.0377,좋음,0.0065,좋음,0.41,좋음,0.0017
2024-10-01:21,오존,좋음,57,좋음,20,좋음,10,보통,0.037,좋음,0.0073,좋음,0.41,좋음,0.0016
2024-10-01:20,오존,좋음,55,좋음,22,좋음,9,보통,0.0347,좋음,0.0103,좋음,0.42,좋음,0.0017
2024-10-01:19,오존,좋음,57,좋음,17,좋음,7,보통,0.0374,좋음,0.0099,좋음,0.38,좋음,0.0018
2024-10-01:18,오존,좋음,60,좋음,17,좋음,8,보통,0.0405,좋음,0.0081,좋음,0.37,좋음,0.0019
2024-10-01:17,오존,좋음,62,좋음,15,좋음,7,보통,0.0432,좋음,0.0076,좋음,0.37,좋음,0.0019
2024-10-01:16,오존,좋음,62,좋음,13,좋음,7,보통,0.0433,좋음,0.0082,좋음,0.38,좋음,0.0019
2024-10-01:15,오존,좋음,63,좋음,14,좋음,9,보통,0.0451,좋음,0.0078,좋음,0.39,좋음,0.002
2024-10-01:14,오존,좋음,62,좋음,17,좋음,10,보통,0.0441,좋음,0.0078,좋음,0.47,좋음,0.0019
2024-10-01:13,오존,좋음,61,좋음,18,좋음,12,보통,0.0429,좋음,0.0072,좋음,0.44,좋음,0.0017
2024-10-01:12,오존,좋음,57,좋음,18,좋음,12,보통,0.0377,좋음,0.0081,좋음,0.48,좋음,0.0017
2024-10-01:11,오존,좋음,41,좋음,18,좋음,12,좋음,0.0246,좋음,0.0147,좋음,0.58,좋음,0.0019
2024-10-01:10,PM2.5,좋음,40,좋음,18,좋음,12,좋음,0.0208,좋음,0.017,좋음,0.59,좋음,0.0017
2024-10-01:09,PM2.5,좋음,43,좋음,19,좋음,13,좋음,0.0258,좋음,0.0155,좋음,0.5,좋음,0.0018
2024-10-01:08,PM2.5,좋음,50,좋음,21,좋음,15,좋음,0.0149,좋음,0.0216,좋음,0.52,좋음,0.0019
2024-10-01:07,PM2.5,좋음,50,좋음,22,좋음,15,좋음,0.0217,좋음,0.0171,좋음,0.47,좋음,0.002
2024-10-01:06,PM2.5,좋음,50,좋음,22,좋음,15,좋음,0.019,좋음,0.0191,좋음,0.47,좋음,0.0022
2024-10-01:05,PM2.5,좋음,50,좋음,22,좋음,15,좋음,0.0188,좋음,0.019,좋음,0.48,좋음,0.0022
2024-10-01:04,PM2.5,좋음,47,좋음,20,좋음,14,좋음,0.0224,좋음,0.0173,좋음,0.48,좋음,0.0023
2024-10-01:03,오존,좋음,46,좋음,18,좋음,13,좋음,0.0274,좋음,0.015,좋음,0.48,좋음,0.0022
2024-10-01:02,오존,좋음,46,좋음,16,좋음,11,좋음,0.0273,좋음,0.0193,좋음,0.52,좋음,0.0023
2024-10-01:01,오존,좋음,53,좋음,15,좋음,9,보통,0.0322,좋음,0.0177,좋음,0.51,좋음,0.0022
