datetime,주오염물질,등급,지수,등급,PM10,등급,PM2.5,등급,오존,등급,이산화질소,등급,일산화탄소,등급,아황산가스
2024-10-23:12,오존,좋음,59,좋음,15,좋음,8,보통,0.0402,좋음,0.0075,좋음,0.39,좋음,0.0015
2024-10-23:11,오존,좋음,59,좋음,12,좋음,8,보통,0.0397,좋음,0.0073,좋음,0.38,좋음,0.0014
2024-10-23:10,오존,좋음,58,좋음,10,좋음,7,보통,0.0385,좋음,0.0094,좋음,0.37,좋음,0.0014
2024-10-23:09,오존,좋음,55,좋음,10,좋음,7,보통,0.0356,좋음,0.012,좋음,0.4,좋음,0.0015
2024-10-23:08,오존,좋음,55,좋음,11,좋음,6,보통,0.0351,좋음,0.0107,좋음,0.41,좋음,0.0014
2024-10-23:07,오존,좋음,52,좋음,13,좋음,7,보통,0.0317,좋음,0.011,좋음,0.43,좋음,0.0013
2024-10-23:06,오존,좋음,56,좋음,15,좋음,8,보통,0.0361,좋음,0.0055,좋음,0.43,좋음,0.0013
2024-10-23:05,오존,좋음,58,좋음,14,좋음,8,보통,0.0381,좋음,0.0037,좋음,0.44,좋음,0.0014
2024-10-23:04,오존,좋음,55,좋음,12,좋음,8,보통,0.0344,좋음,0.0044,좋음,0.5,좋음,0.0014
2024-10-23:03,오존,좋음,55,좋음,10,좋음,6,보통,0.0348,좋음,0.0047,좋음,0.56,좋음,0.0015
2024-10-23:02,오존,좋음,56,좋음,7,좋음,5,보통,0.0361,좋음,0.0051,좋음,0.66,좋음,0.0015
2024-10-23:01,오존,좋음,58,좋음,6,좋음,5,보통,0.0385,좋음,0.0054,좋음,0.64,좋음,0.0014
2024-10-22:24,오존,좋음,59,좋음,8,좋음,6,보통,0.0393,좋음,0.0053,좋음,0.58,좋음,0.0013
2024-10-22:23,오존,좋음,51,좋음,10,좋음,8,보통,0.0303,좋음,0.0085,좋음,0.53,좋음,0.0013
2024-10-22:22,오존,좋음,31,좋음,11,좋음,9,좋음,0.0183,좋음,0.0158,좋음,0.56,좋음,0.0013
2024-10-22:21,PM2.5,좋음,33,좋음,12,좋음,10,좋음,0.0194,좋음,0.017,좋음,0.57,좋음,0.0015
2024-10-22:20,이산화질소,좋음,43,좋음,11,좋음,9,좋음,0.0076,좋음,0.0255,좋음,0.66,좋음,0.0016
2024-10-22:19,이산화질소,좋음,49,좋음,9,좋음,7,좋음,0.0009,좋음,0.0296,좋음,0.76,좋음,0.0016
2024-10-22:18,이산화질소,좋음,49,좋음,8,좋음,5,좋음,0.0012,좋음,0.0291,좋음,0.71,좋음,0.0014
2024-10-22:17,이산화질소,좋음,47,좋음,7,좋음,4,좋음,0.003,좋음,0.0284,좋음,0.59,좋음,0.0014
2024-10-22:16,이산화질소,좋음,45,좋음,7,좋음,6,좋음,0.0047,좋음,0.027,좋음,0.56,좋음,0.0013
2024-10-22:15,이산화질소,좋음,39,좋음,8,좋음,7,좋음,0.0087,좋음,0.0235,좋음,0.52,좋음,0.0012
2024-10-22:14,이산화질소,좋음,36,좋음,10,좋음,7,좋음,0.011,좋음,0.0218,좋음,0.53,좋음,0.0013
2024-10-22:13,이산화질소,좋음,34,좋음,10,좋음,8,좋음,0.0124,좋음,0.0206,좋음,0.52,좋음,0.0012
2024-10-22:12,,,,좋음,10,,,좋음,0.0062,좋음,0.0246,좋음,0.56,좋음,0.0012
2024-10-22:11,,,,좋음,10,,,좋음,0.0093,좋음,0.0223,좋음,0.54,좋음,0.0014
2024-10-22:10,,,,좋음,10,,,좋음,0.0115,좋음,0.0205,좋음,0.53,좋음,0.0014
2024-10-22:09,이산화질소,좋음,35,좋음,11,좋음,7,좋음,0.0073,좋음,0.0212,좋음,0.54,좋음,0.0013
2024-10-22:08,이산화질소,좋음,37,좋음,12,좋음,7,좋음,0.0015,좋음,0.0224,좋음,0.53,좋음,0.0013
2024-10-22:07,이산화질소,좋음,34,좋음,14,좋음,8,좋음,0.0028,좋음,0.0205,좋음,0.45,좋음,0.0012
2024-10-22:06,PM2.5,좋음,30,좋음,15,좋음,9,좋음,0.0097,좋음,0.0138,좋음,0.42,좋음,0.0012
2024-10-22:05,이산화질소,좋음,34,좋음,17,좋음,10,좋음,0.0039,좋음,0.0201,좋음,0.46,좋음,0.0013
2024-10-22:04,이산화질소,좋음,33,좋음,17,좋음,9,좋음,0.0057,좋음,0.0198,좋음,0.46,좋음,0.0012
2024-10-22:03,PM2.5,좋음,30,좋음,17,좋음,9,좋음,0.0098,좋음,0.016,좋음,0.44,좋음,0.0012
2024-10-22:02,이산화질소,좋음,34,좋음,18,좋음,9,좋음,0.0068,좋음,0.0201,좋음,0.47,좋음,0.0014
2024-10-22:01,이산화질소,좋음,45,좋음,18,좋음,9,좋음,0.0023,좋음,0.0268,좋음,0.51,좋음,0.0014
2024-10-21:24,이산화질소,좋음,47,좋음,20,좋음,10,좋음,0.0025,좋음,0.0282,좋음,0.52,좋음,0.0014
2024-10-21:23,이산화질소,좋음,55,좋음,22,좋음,10,좋음,0.0008,보통,0.0326,좋음,0.58,좋음,0.0014
2024-10-21:22,이산화질소,좋음,57,좋음,24,좋음,11,좋음,0.0013,보통,0.0335,좋음,0.55,좋음,0.0013
2024-10-21:21,이산화질소,좋음,58,좋음,24,좋음,11,좋음,0.0024,보통,0.0341,좋음,0.57,좋음,0.0014
2024-10-21:20,이산화질소,좋음,49,좋음,22,좋음,9,좋음,0.0075,좋음,0.0292,좋음,0.49,좋음,0.0014
2024-10-21:19,이산화질소,좋음,45,좋음,19,좋음,7,좋음,0.0105,좋음,0.0267,좋음,0.47,좋음,0.0013
2024-10-21:18,이산화질소,좋음,41,좋음,15,좋음,5,좋음,0.014,좋음,0.0248,좋음,0.42,좋음,0.0012
2024-10-21:17,오존,좋음,39,좋음,12,좋음,4,좋음,0.0232,좋음,0.0177,좋음,0.35,좋음,0.0013
2024-10-21:16,오존,좋음,53,좋음,12,좋음,4,보통,0.0322,좋음,0.0118,좋음,0.3,좋음,0.0012
2024-10-21:15,오존,좋음,51,좋음,13,좋음,5,보통,0.0307,좋음,0.0116,좋음,0.33,좋음,0.0013
2024-10-21:14,,좋음,,좋음,14,좋음,6,,,,,,,,
2024-10-21:13,오존,좋음,40,좋음,15,좋음,7,좋음,0.0239,좋음,0.0137,좋음,0.39,좋음,0.0013
2024-10-21:12,오존,좋음,37,좋음,15,좋음,8,좋음,0.0222,좋음,0.0139,좋음,0.39,좋음,0.0012
2024-10-21:11,이산화질소,좋음,30,좋음,15,좋음,8,좋음,0.0166,좋음,0.018,좋음,0.43,좋음,0.0011
2024-10-21:10,이산화질소,좋음,36,좋음,14,좋음,7,좋음,0.0125,좋음,0.0213,좋음,0.45,좋음,0.0011
2024-10-21:09,이산화질소,좋음,35,좋음,13,좋음,6,좋음,0.0127,좋음,0.0207,좋음,0.41,좋음,0.0011
2024-10-21:08,이산화질소,좋음,45,좋음,12,좋음,6,좋음,0.0066,좋음,0.0267,좋음,0.4,좋음,0.0011
2024-10-21:07,이산화질소,좋음,38,좋음,12,좋음,6,좋음,0.0101,좋음,0.0229,좋음,0.36,좋음,0.0011
2024-10-21:06,이산화질소,좋음,32,좋음,13,좋음,7,좋음,0.0127,좋음,0.0191,좋음,0.35,좋음,0.0011
2024-10-21:05,오존,좋음,35,좋음,13,좋음,7,좋음,0.0212,좋음,0.0105,좋음,0.33,좋음,0.0011
2024-10-21:04,오존,좋음,37,좋음,13,좋음,7,좋음,0.0221,좋음,0.0084,좋음,0.33,좋음,0.0011
2024-10-21:03,오존,좋음,38,좋음,12,좋음,6,좋음,0.0226,좋음,0.0096,좋음,0.33,좋음,0.0011
2024-10-21:02,오존,좋음,40,좋음,12,좋음,6,좋음,0.0237,좋음,0.0096,좋음,0.34,좋음,0.0012
2024-10-21:01,오존,좋음,50,좋음,12,좋음,6,좋음,0.0297,좋음,0.0054,좋음,0.33,좋음,0.0012
2024-10-20:24,오존,좋음,49,좋음,14,좋음,7,좋음,0.0291,좋음,0.0065,좋음,0.33,좋음,0.0011
2024-10-20:23,오존,좋음,45,좋음,15,좋음,7,좋음,0.0268,좋음,0.0079,좋음,0.35,좋음,0.0015
2024-10-20:22,오존,좋음,38,좋음,16,좋음,9,좋음,0.0229,좋음,0.011,좋음,0.37,좋음,0.0015
2024-10-20:21,오존,좋음,46,좋음,17,좋음,9,좋음,0.0273,좋음,0.0073,좋음,0.37,좋음,0.0012
2024-10-20:20,오존,좋음,47,좋음,16,좋음,9,좋음,0.028,좋음,0.0087,좋음,0.38,좋음,0.0012
2024-10-20:19,오존,좋음,52,좋음,15,좋음,7,보통,0.0312,좋음,0.0081,좋음,0.39,좋음,0.0012
2024-10-20:18,오존,좋음,56,좋음,13,좋음,5,보통,0.0363,좋음,0.0068,좋음,0.33,좋음,0.0012
2024-10-20:17,오존,좋음,60,좋음,10,좋음,4,보통,0.0408,좋음,0.0052,좋음,0.27,좋음,0.0013
2024-10-20:16,오존,좋음,60,좋음,10,좋음,4,보통,0.0417,좋음,0.0046,좋음,0.27,좋음,0.0013
2024-10-20:15,오존,좋음,59,좋음,11,좋음,5,보통,0.0404,좋음,0.0044,좋음,0.3,좋음,0.0014
2024-10-20:14,오존,좋음,58,좋음,11,좋음,6,보통,0.0388,좋음,0.0044,좋음,0.33,좋음,0.0015
2024-10-20:13,오존,좋음,57,좋음,12,좋음,6,보통,0.0377,좋음,0.004,좋음,0.32,좋음,0.0012
2024-10-20:12,오존,좋음,56,좋음,11,좋음,6,보통,0.0363,좋음,0.0037,좋음,0.32,좋음,0.0012
2024-10-20:11,오존,좋음,54,좋음,10,좋음,6,보통,0.034,좋음,0.0045,좋음,0.33,좋음,0.0013
2024-10-20:10,오존,좋음,52,좋음,9,좋음,5,보통,0.0315,좋음,0.005,좋음,0.32,좋음,0.0014
2024-10-20:09,오존,좋음,52,좋음,8,좋음,5,보통,0.0309,좋음,0.0047,좋음,0.32,좋음,0.0013
2024-10-20:08,오존,좋음,51,좋음,7,좋음,4,보통,0.0302,좋음,0.0053,좋음,0.31,좋음,0.0012
2024-10-20:07,오존,좋음,51,좋음,7,좋음,5,보통,0.0304,좋음,0.0053,좋음,0.31,좋음,0.0011
2024-10-20:06,오존,좋음,52,좋음,7,좋음,4,보통,0.0315,좋음,0.0039,좋음,0.31,좋음,0.0012
2024-10-20:05,오존,좋음,53,좋음,7,좋음,4,보통,0.0327,좋음,0.003,좋음,0.31,좋음,0.0012
2024-10-20:04,오존,좋음,53,좋음,7,좋음,4,보통,0.0324,좋음,0.0031,좋음,0.31,좋음,0.0011
2024-10-20:03,오존,좋음,53,좋음,6,좋음,3,보통,0.0331,좋음,0.0029,좋음,0.31,좋음,0.0012
2024-10-20:02,오존,좋음,53,좋음,6,좋음,3,보통,0.0326,좋음,0.0033,좋음,0.32,좋음,0.0012
2024-10-20:01,오존,좋음,53,좋음,6,좋음,3,보통,0.0331,좋음,0.0032,좋음,0.32,좋음,0.0013
2024-10-19:24,오존,좋음,53,좋음,7,좋음,4,보통,0.033,좋음,0.0035,좋음,0.32,좋음,0.0014
2024-10-19:23,오존,좋음,53,좋음,8,좋음,5,보통,0.0328,좋음,0.0043,좋음,0.34,좋음,0.0012
2024-10-19:22,오존,좋음,54,좋음,10,좋음,6,보통,0.0334,좋음,0.0041,좋음,0.34,좋음,0.0012
2024-10-19:21,,,,좋음,10,,,보통,0.0321,좋음,0.0046,좋음,0.35,좋음,0.0013
2024-10-19:20,,,,좋음,11,,,보통,0.0311,좋음,0.0055,좋음,0.36,좋음,0.0014
2024-10-19:19,,,,좋음,10,,,좋음,0.0294,좋음,0.0075,좋음,0.4,좋음,0.0016
2024-10-19:18,,,,좋음,8,,,좋음,0.0282,좋음,0.01,좋음,0.36,좋음,0.0015
2024-10-19:17,오존,좋음,50,좋음,7,좋음,4,좋음,0.03,좋음,0.008,좋음,0.33,좋음,0.0014
2024-10-19:16,오존,좋음,52,좋음,7,좋음,4,보통,0.0309,좋음,0.009,좋음,0.36,좋음,0.0015
2024-10-19:15,오존,좋음,57,좋음,7,좋음,5,보통,0.0372,좋음,0.0072,좋음,0.37,좋음,0.0014
2024-10-19:14,오존,좋음,59,좋음,8,좋음,6,보통,0.0396,좋음,0.0079,좋음,0.39,좋음,0.0014
2024-10-19:13,오존,좋음,62,좋음,9,좋음,6,보통,0.0432,좋음,0.008,좋음,0.43,좋음,0.0015
2024-10-19:12,오존,좋음,61,좋음,10,좋음,7,보통,0.0428,좋음,0.0086,좋음,0.43,좋음,0.0015
2024-10-19:11,오존,좋음,58,좋음,10,좋음,7,보통,0.0386,좋음,0.0092,좋음,0.45,좋음,0.0014
2024-10-19:10,오존,좋음,49,좋음,9,좋음,6,좋음,0.0293,좋음,0.0133,좋음,0.46,좋음,0.0016
2024-10-19:09,오존,좋음,40,좋음,9,좋음,7,좋음,0.0239,좋음,0.0149,좋음,0.46,좋음,0.0014
2024-10-19:08,오존,좋음,48,좋음,9,좋음,6,좋음,0.0288,좋음,0.0091,좋음,0.44,좋음,0.0014
2024-10-19:07,오존,좋음,39,좋음,10,좋음,8,좋음,0.0234,좋음,0.0091,좋음,0.45,좋음,0.0014
2024-10-19:06,오존,좋음,34,좋음,11,좋음,9,좋음,0.0203,좋음,0.0086,좋음,0.45,좋음,0.0014
2024-10-19:05,PM2.5,좋음,33,좋음,11,좋음,10,좋음,0.0169,좋음,0.0104,좋음,0.47,좋음,0.0014
2024-10-19:04,PM2.5,좋음,30,좋음,10,좋음,9,좋음,0.0134,좋음,0.0132,좋음,0.5,좋음,0.0014
2024-10-19:03,PM2.5,좋음,30,좋음,10,좋음,9,좋음,0.0078,좋음,0.0175,좋음,0.53,좋음,0.0014
2024-10-19:02,이산화질소,좋음,37,좋음,10,좋음,8,좋음,0.0043,좋음,0.0219,좋음,0.57,좋음,0.0015
2024-10-19:01,이산화질소,좋음,40,좋음,11,좋음,8,좋음,0.003,좋음,0.0241,좋음,0.59,좋음,0.0014
2024-10-18:24,이산화질소,좋음,41,좋음,12,좋음,9,좋음,0.0032,좋음,0.0244,좋음,0.59,좋음,0.0013
2024-10-18:23,이산화질소,좋음,47,좋음,12,좋음,9,좋음,0.0008,좋음,0.0284,좋음,0.62,좋음,0.0014
2024-10-18:22,이산화질소,좋음,47,좋음,12,좋음,10,좋음,0.0024,좋음,0.0281,좋음,0.6,좋음,0.0013
2024-10-18:21,이산화질소,좋음,52,좋음,12,좋음,9,좋음,0.001,보통,0.0305,좋음,0.64,좋음,0.0014
2024-10-18:20,이산화질소,좋음,54,좋음,10,좋음,7,좋음,0.0006,보통,0.0321,좋음,0.67,좋음,0.0014
2024-10-18:19,이산화질소,좋음,57,좋음,10,좋음,6,좋음,0.0008,보통,0.0335,좋음,0.69,좋음,0.0015
2024-10-18:18,이산화질소,좋음,48,좋음,10,좋음,6,좋음,0.0054,좋음,0.0286,좋음,0.59,좋음,0.0015
2024-10-18:17,이산화질소,좋음,43,좋음,11,좋음,7,좋음,0.009,좋음,0.0256,좋음,0.57,좋음,0.0015
2024-10-18:16,이산화질소,좋음,34,좋음,14,좋음,9,좋음,0.0144,좋음,0.0204,좋음,0.51,좋음,0.0014
2024-10-18:15,PM2.5,좋음,33,좋음,16,좋음,10,좋음,0.0147,좋음,0.0193,좋음,0.51,좋음,0.0014
2024-10-18:14,PM2.5,좋음,40,좋음,19,좋음,12,좋음,0.0122,좋음,0.0227,좋음,0.52,좋음,0.0014
2024-10-18:13,이산화질소,좋음,42,좋음,20,좋음,12,좋음,0.0105,좋음,0.0249,좋음,0.58,좋음,0.0013
2024-10-18:12,이산화질소,좋음,40,좋음,22,좋음,11,좋음,0.0117,좋음,0.0237,좋음,0.53,좋음,0.0015
2024-10-18:11,이산화질소,좋음,42,좋음,22,좋음,11,좋음,0.0111,좋음,0.0249,좋음,0.53,좋음,0.0016
2024-10-18:10,PM2.5,좋음,37,좋음,21,좋음,11,좋음,0.0173,좋음,0.0212,좋음,0.52,좋음,0.0018
2024-10-18:09,PM2.5,좋음,40,좋음,23,좋음,12,좋음,0.0151,좋음,0.0225,좋음,0.5,좋음,0.0016
2024-10-18:08,PM2.5,좋음,47,좋음,24,좋음,14,좋음,0.0164,좋음,0.0208,좋음,0.48,좋음,0.0015
2024-10-18:07,PM2.5,보통,51,좋음,26,보통,16,좋음,0.0184,좋음,0.0173,좋음,0.45,좋음,0.0014
2024-10-18:06,PM2.5,보통,54,좋음,27,보통,17,좋음,0.0201,좋음,0.0142,좋음,0.45,좋음,0.0013
2024-10-18:05,PM2.5,보통,56,좋음,28,보통,18,좋음,0.0212,좋음,0.0125,좋음,0.44,좋음,0.0014
2024-10-18:04,PM2.5,보통,59,좋음,29,보통,19,좋음,0.0204,좋음,0.012,좋음,0.45,좋음,0.0014
2024-10-18:03,PM2.5,보통,59,좋음,29,보통,19,좋음,0.021,좋음,0.0124,좋음,0.45,좋음,0.0013
2024-10-18:02,PM2.5,보통,59,좋음,30,보통,19,좋음,0.0232,좋음,0.0115,좋음,0.45,좋음,0.0013
2024-10-18:01,PM2.5,보통,61,보통,31,보통,20,좋음,0.0194,좋음,0.0161,좋음,0.5,좋음,0.0014
2024-10-17:24,PM2.5,보통,61,보통,33,보통,20,좋음,0.0114,좋음,0.0263,좋음,0.58,좋음,0.0015
2024-10-17:23,PM2.5,보통,64,보통,35,보통,21,좋음,0.0126,좋음,0.0279,좋음,0.6,좋음,0.0015
2024-10-17:22,PM2.5,보통,66,보통,36,보통,22,좋음,0.0199,좋음,0.0237,좋음,0.48,좋음,0.0015
2024-10-17:21,PM2.5,보통,64,보통,36,보통,21,좋음,0.0096,보통,0.0382,좋음,0.59,좋음,0.0016
2024-10-17:20,이산화질소,보통,78,보통,33,보통,19,좋음,0.0055,보통,0.0464,좋음,0.65,좋음,0.0018
2024-10-17:19,이산화질소,보통,68,좋음,30,보통,17,좋음,0.0142,보통,0.0406,좋음,0.62,좋음,0.0016
2024-10-17:18,오존,보통,52,좋음,28,보통,16,보통,0.0318,좋음,0.0262,좋음,0.46,좋음,0.0016
2024-10-17:17,오존,좋음,63,좋음,28,좋음,15,보통,0.0445,좋음,0.018,좋음,0.37,좋음,0.0015
2024-10-17:16,오존,보통,64,좋음,28,보통,16,보통,0.0462,좋음,0.0164,좋음,0.36,좋음,0.0015
2024-10-17:15,오존,보통,65,좋음,29,보통,17,보통,0.0471,좋음,0.0148,좋음,0.39,좋음,0.0015
2024-10-17:14,오존,보통,63,좋음,30,보통,17,보통,0.0451,좋음,0.0119,좋음,0.44,좋음,0.0014
2024-10-17:13,PM2.5,보통,59,좋음,30,보통,19,보통,0.0379,좋음,0.0122,좋음,0.46,좋음,0.0014
2024-10-17:12,PM2.5,보통,59,좋음,29,보통,19,보통,0.0305,좋음,0.014,좋음,0.47,좋음,0.0016
2024-10-17:11,PM2.5,보통,61,좋음,29,보통,20,좋음,0.0217,좋음,0.017,좋음,0.5,좋음,0.0018
2024-10-17:10,PM2.5,보통,61,좋음,29,보통,20,좋음,0.0108,좋음,0.0252,좋음,0.59,좋음,0.0017
2024-10-17:09,PM2.5,보통,64,좋음,30,보통,21,좋음,0.0051,보통,0.0304,좋음,0.62,좋음,0.0015
2024-10-17:08,PM2.5,보통,72,보통,32,보통,24,좋음,0.0025,보통,0.0336,좋음,0.62,좋음,0.0015
2024-10-17:07,PM2.5,보통,77,보통,35,보통,26,좋음,0.0013,보통,0.0352,좋음,0.59,좋음,0.0017
2024-10-17:06,PM2.5,보통,79,보통,38,보통,27,좋음,0.0026,보통,0.0331,좋음,0.58,좋음,0.0017
2024-10-17:05,PM2.5,보통,82,보통,39,보통,28,좋음,0.0105,좋음,0.0279,좋음,0.56,좋음,0.0014
2024-10-17:04,PM2.5,보통,79,보통,38,보통,27,좋음,0.0032,보통,0.0356,좋음,0.64,좋음,0.0013
2024-10-17:03,PM2.5,보통,79,보통,37,보통,27,좋음,0.0014,보통,0.0398,좋음,0.68,좋음,0.0015
2024-10-17:02,PM2.5,보통,79,보통,37,보통,27,좋음,0.0013,보통,0.0401,좋음,0.7,좋음,0.0015
2024-10-17:01,PM2.5,보통,79,보통,37,보통,27,좋음,0.001,보통,0.0419,좋음,0.72,좋음,0.0014
2024-10-16:24,PM2.5,보통,82,보통,42,보통,28,좋음,0.0016,보통,0.0459,좋음,0.73,좋음,0.0015
2024-10-16:23,PM2.5,보통,90,보통,48,보통,31,좋음,0.0009,보통,0.0506,좋음,0.87,좋음,0.0017
2024-10-16:22,이산화질소,보통,95,보통,50,보통,32,좋음,0.0011,보통,0.0571,좋음,0.89,좋음,0.0018
2024-10-16:21,이산화질소,보통,102,보통,49,보통,32,좋음,0.0022,나쁨,0.0615,좋음,0.92,좋음,0.0017
2024-10-16:20,이산화질소,보통,90,보통,43,보통,29,좋음,0.026,보통,0.0542,좋음,0.76,좋음,0.0018
2024-10-16:19,이산화질소,보통,73,보통,35,보통,24,보통,0.0429,보통,0.0436,좋음,0.69,좋음,0.0017
2024-10-16:18,오존,보통,70,좋음,30,보통,22,보통,0.0532,좋음,0.029,좋음,0.54,좋음,0.0016
2024-10-16:17,오존,보통,78,좋음,29,보통,21,보통,0.0627,좋음,0.019,좋음,0.42,좋음,0.0015
2024-10-16:16,오존,보통,80,좋음,30,보통,21,보통,0.0657,좋음,0.0168,좋음,0.4,좋음,0.0015
2024-10-16:15,오존,보통,73,보통,31,보통,21,보통,0.0575,좋음,0.0177,좋음,0.46,좋음,0.0015
2024-10-16:14,오존,보통,66,보통,32,보통,21,보통,0.0485,좋음,0.0166,좋음,0.47,좋음,0.0013
2024-10-16:13,PM2.5,보통,64,보통,31,보통,21,보통,0.042,좋음,0.0146,좋음,0.5,좋음,0.0014
2024-10-16:12,PM2.5,보통,61,좋음,29,보통,20,보통,0.0377,좋음,0.0132,좋음,0.51,좋음,0.0013
2024-10-16:11,PM2.5,보통,56,좋음,27,보통,18,좋음,0.0282,좋음,0.0164,좋음,0.57,좋음,0.0013
2024-10-16:10,PM2.5,보통,54,좋음,25,보통,17,좋음,0.0156,좋음,0.0211,좋음,0.62,좋음,0.0014
2024-10-16:09,PM2.5,보통,51,좋음,24,보통,16,좋음,0.0089,좋음,0.0257,좋음,0.65,좋음,0.0014
2024-10-16:08,PM2.5,보통,51,좋음,24,보통,16,좋음,0.0038,좋음,0.0296,좋음,0.62,좋음,0.0014
2024-10-16:07,PM2.5,보통,54,좋음,24,보통,17,좋음,0.0007,좋음,0.0216,좋음,0.77,좋음,0.0017
2024-10-16:06,PM2.5,보통,59,좋음,26,보통,19,좋음,0.0005,좋음,0.019,좋음,0.77,좋음,0.0016
2024-10-16:05,PM2.5,보통,61,좋음,28,보통,20,좋음,0.0005,좋음,0.0205,좋음,0.73,좋음,0.0016
2024-10-16:04,PM2.5,보통,64,좋음,29,보통,21,좋음,0.0005,좋음,0.0187,좋음,0.79,좋음,0.0017
2024-10-16:03,PM2.5,보통,64,좋음,30,보통,21,좋음,0.0006,좋음,0.0202,좋음,0.84,좋음,0.0018
2024-10-16:02,PM2.5,보통,64,좋음,29,보통,21,좋음,0.0006,좋음,0.0226,좋음,0.87,좋음,0.0018
2024-10-16:01,PM2.5,보통,61,좋음,27,보통,20,좋음,0.0006,좋음,0.0273,좋음,0.88,좋음,0.0018
2024-10-15:24,PM2.5,보통,56,좋음,26,보통,18,좋음,0.0008,보통,0.0313,좋음,0.9,좋음,0.0018
2024-10-15:23,이산화질소,보통,59,좋음,24,보통,17,좋음,0.0009,보통,0.0349,좋음,0.83,좋음,0.0018
2024-10-15:22,이산화질소,좋음,60,좋음,23,좋음,15,좋음,0.001,보통,0.0357,좋음,0.8,좋음,0.0018
2024-10-15:21,이산화질소,좋음,63,좋음,21,좋음,13,좋음,0.0035,보통,0.0374,좋음,0.72,좋음,0.002
2024-10-15:20,이산화질소,좋음,49,좋음,23,좋음,11,좋음,0.0149,좋음,0.0295,좋음,0.6,좋음,0.0023
2024-10-15:19,오존,좋음,45,좋음,23,좋음,10,좋음,0.0268,좋음,0.0225,좋음,0.49,좋음,0.0019
2024-10-15:18,,,,,,,,좋음,0.0178,좋음,0.0281,좋음,0.45,좋음,0.0014
2024-10-15:17,,,,,,,,좋음,0.023,좋음,0.0248,좋음,0.43,좋음,0.0014
2024-10-15:16,,,,,,,,,,,,,,,
2024-10-15:15,,좋음,,좋음,13,좋음,9,,,,,,,,
2024-10-15:14,오존,좋음,36,좋음,14,좋음,10,좋음,0.0218,좋음,0.0212,좋음,0.6,좋음,0.0014
2024-10-15:13,이산화질소,좋음,39,좋음,15,좋음,11,좋음,0.0149,좋음,0.0232,좋음,0.66,좋음,0.0014
2024-10-15:12,PM2.5,좋음,40,좋음,15,좋음,12,좋음,0.0086,좋음,0.0235,좋음,0.67,좋음,0.0014
2024-10-15:11,PM2.5,좋음,40,좋음,15,좋음,12,좋음,0.0057,좋음,0.0236,좋음,0.7,좋음,0.0014
2024-10-15:10,이산화질소,좋음,40,좋음,14,좋음,11,좋음,0.0046,좋음,0.0241,좋음,0.69,좋음,0.0014
2024-10-15:09,이산화질소,좋음,40,좋음,13,좋음,11,좋음,0.0043,좋음,0.0241,좋음,0.7,좋음,0.0014
2024-10-15:08,PM2.5,좋음,37,좋음,14,좋음,11,좋음,0.006,좋음,0.022,좋음,0.65,좋음,0.0013
2024-10-15:07,PM2.5,좋음,37,좋음,15,좋음,11,좋음,0.0074,좋음,0.0201,좋음,0.63,좋음,0.0014
2024-10-15:06,PM2.5,좋음,40,좋음,16,좋음,12,좋음,0.0107,좋음,0.0167,좋음,0.61,좋음,0.0013
2024-10-15:05,PM2.5,좋음,43,좋음,17,좋음,13,좋음,0.0135,좋음,0.0139,좋음,0.59,좋음,0.0013
2024-10-15:04,PM2.5,좋음,40,좋음,18,좋음,12,좋음,0.0146,좋음,0.0132,좋음,0.58,좋음,0.0013
2024-10-15:03,PM2.5,좋음,40,좋음,18,좋음,12,좋음,0.014,좋음,0.0133,좋음,0.58,좋음,0.0013
2024-10-15:02,PM2.5,좋음,40,좋음,18,좋음,12,좋음,0.0132,좋음,0.0151,좋음,0.58,좋음,0.0013
2024-10-15:01,PM2.5,좋음,40,좋음,18,좋음,12,좋음,0.014,좋음,0.0169,좋음,0.58,좋음,0.0013
2024-10-14:24,PM2.5,좋음,40,좋음,18,좋음,12,좋음,0.016,좋음,0.0171,좋음,0.56,좋음,0.0013
2024-10-14:23,PM2.5,좋음,37,좋음,18,좋음,11,좋음,0.0188,좋음,0.0167,좋음,0.52,좋음,0.0013
2024-10-14:22,PM2.5,좋음,37,좋음,19,좋음,11,좋음,0.0211,좋음,0.0178,좋음,0.49,좋음,0.0013
2024-10-14:21,PM2.5,좋음,37,좋음,19,좋음,11,좋음,0.0203,좋음,0.02,좋음,0.51,좋음,0.0014
2024-10-14:20,이산화질소,좋음,37,좋음,18,좋음,9,좋음,0.0185,좋음,0.022,좋음,0.53,좋음,0.0013
2024-10-14:19,이산화질소,좋음,43,좋음,17,좋음,8,좋음,0.0174,좋음,0.026,좋음,0.56,좋음,0.0014
2024-10-14:18,이산화질소,좋음,41,좋음,15,좋음,7,좋음,0.0199,좋음,0.0247,좋음,0.5,좋음,0.0013
2024-10-14:17,이산화질소,좋음,39,좋음,13,좋음,6,좋음,0.0206,좋음,0.0234,좋음,0.48,좋음,0.0013
2024-10-14:16,오존,좋음,52,좋음,11,좋음,6,보통,0.0313,좋음,0.0192,좋음,0.44,좋음,0.0013
2024-10-14:15,오존,좋음,61,좋음,11,좋음,6,보통,0.0426,좋음,0.0133,좋음,0.42,좋음,0.0013
2024-10-14:14,오존,좋음,55,좋음,12,좋음,6,보통,0.0352,좋음,0.0138,좋음,0.45,좋음,0.0013
